time,computer_source,user,computer_dest,label
118363,C572355,U376800,C703499,0
118392,VPN,U902997,EnterpriseAppServer,0
118419,C206546,U979526,C222276,0
118419,C206546,U979526,C222276,0
118489,C206546,U854867,C207275,0
118531,C652992,U994469,C006588,0
118531,C652992,U994469,C006588,0
118655,VPN,U524091,EnterpriseAppServer,0
118680,C980679,U608472,C880050,0
118680,C980679,U608472,C880050,0
118748,C169404,U436109,C448455,0
118748,C169404,U436109,C448455,0
118753,C911947,U017228,C310432,0
118758,C625842,U860048,C000775,0
118758,C625842,U860048,C000775,0
118786,C527439,U367984,C550591,0
118795,C483929,U602468,C705213,0
118833,C496403,U188399,C291378,0
118846,VPN,U524909,EnterpriseAppServer,0
118878,C122746,U990393,C395501,0
118912,C747460,U785668,C000082,0
118953,C835004,U235899,C000566,0
119022,C206546,U192765,C942538,0
119054,C206546,U356036,C658570,0
119054,C206546,U356036,C658570,0
119099,C483929,U602468,C705213,0
119117,C625842,U860048,C000775,0
119117,C625842,U860048,C000775,0
119144,C258078,U044808,C611294,0
119144,C258078,U044808,C611294,0
119168,C206546,U735730,C502166,0
119185,C355169,U583334,C457222,0
119185,C355169,U583334,C457222,0
119200,C206546,U275545,C886820,0
119246,VPN,U886884,EnterpriseAppServer,0
119272,C169404,U860269,C448455,0
119276,VPN,U994469,EnterpriseAppServer,0
119298,C118495,U829024,C445881,0
119319,C625842,U860048,C000775,0
119319,C625842,U860048,C000775,0
119322,VPN,U551069,EnterpriseAppServer,0
119337,VPN,U994469,EnterpriseAppServer,0
119339,C625842,U860048,C000775,0
119339,C625842,U860048,C000775,0
119359,VPN,U663891,EnterpriseAppServer,0
119379,C625842,U860048,C000775,0
119379,C625842,U860048,C000775,0
119421,C449427,U116972,C815759,0
119421,C449427,U116972,C815759,0
119440,C092898,U859181,C211753,0
119440,C092898,U859181,C211753,0
119453,C076427,U872358,C291378,0
119533,C206546,U192765,C942538,0
119545,C348435,U511703,C002475,0
119549,C962784,U276734,C104381,0
119549,C962784,U276734,C104381,0
119553,VPN,AppService,EnterpriseAppServer,0
119578,VPN,U235899,EnterpriseAppServer,0
119639,C921920,U908985,C291378,0
119788,C640838,U471800,C064818,0
119809,C572355,U810686,C422793,0
119835,VPN,AppService,EnterpriseAppServer,0
119835,VPN,AppService,EnterpriseAppServer,0
119875,C355169,U583334,C657127,0
119875,C355169,U583334,C657127,0
119879,C016952,U252462,C257524,0
119879,C016952,U252462,C257524,0
119956,VPN,AppService,EnterpriseAppServer,0
119984,C868166,U230495,C878069,0
120023,C483929,U602468,C705213,0
120035,C749645,U291569,C735514,0
120067,C206546,U882674,C738235,0
120077,C277495,U257227,C908480,0
120077,C277495,U257227,C908480,0
120083,C348435,U511703,C002475,0
120085,C572355,U810686,C750335,0
120085,C572355,U810686,C750335,0
120214,C277495,U765669,C908480,0
120214,C277495,U765669,C908480,0
120240,VPN,U703614,EnterpriseAppServer,0
120250,C206546,U206033,C439231,0
120289,C812819,U236360,C598394,0
120289,C812819,U236360,C598394,0
120299,C768284,U071165,C673421,0
120336,C045453,U596143,C506838,0
120342,C868166,U230495,C878069,0
120418,C868166,U230495,C878069,0
120434,C393442,U234408,C907587,0
120434,C393442,U234408,C907587,0
120445,C897018,U181289,C442109,0
120445,C897018,U181289,C442109,0
120447,C967517,U889432,C157077,0
120448,C277495,U257227,C939275,0
120448,C277495,U257227,C939275,0
120466,C868166,U230495,C878069,0
120500,C868166,U230495,C878069,0
120511,C483929,U602468,C705213,0
120529,VPN,U235899,EnterpriseAppServer,0
120535,C535288,U451666,C313779,0
120547,VPN,U392890,C704126,0
120547,VPN,U392890,C704126,0
120576,C449427,U116972,C815759,0
120576,C449427,U116972,C815759,0
120656,C277495,U257227,C158828,0
120656,C277495,U257227,C158828,0
120711,C277495,U257227,C955279,0
120711,C277495,U257227,C955279,0
120736,VPN,U810273,EnterpriseAppServer,0
120776,C169404,U860269,C448455,0
120790,C277495,U257227,C370444,0
120790,C277495,U257227,C370444,0
120813,C640322,U422391,C778625,0
120835,C206546,U635619,C786792,0
120885,C047620,U405872,C157559,0
120885,C047620,U405872,C157559,0
120917,C258381,U328806,C140632,0
120954,C206546,U048570,C112411,0
120954,C206546,U048570,C112411,0
120956,C190555,Administrator,C762567,0
120956,C438842,U126990,C145215,0
120956,C438842,U126990,C145215,0
120966,C903187,U674138,C395501,0
120986,C823651,U007423,C395501,0
121081,VPN,U024154,EnterpriseAppServer,0
121084,VPN,U024154,EnterpriseAppServer,0
121086,VPN,U024154,EnterpriseAppServer,0
121087,VPN,U024154,EnterpriseAppServer,0
121089,VPN,U024154,EnterpriseAppServer,0
121091,VPN,U024154,EnterpriseAppServer,0
121093,VPN,U024154,EnterpriseAppServer,0
121095,VPN,U024154,EnterpriseAppServer,0
121095,VPN,U024154,EnterpriseAppServer,0
121098,VPN,U024154,EnterpriseAppServer,0
121099,VPN,U024154,EnterpriseAppServer,0
121100,VPN,U024154,EnterpriseAppServer,0
121103,VPN,U024154,EnterpriseAppServer,0
121104,VPN,U024154,EnterpriseAppServer,0
121105,VPN,U024154,EnterpriseAppServer,0
121107,C668537,U024154,EnterpriseAppServer,0
121110,C668537,U024154,EnterpriseAppServer,0
121111,VPN,U024154,EnterpriseAppServer,0
121112,VPN,U024154,EnterpriseAppServer,0
121117,C610814,U339149,C425568,0
121122,VPN,U024154,EnterpriseAppServer,0
121125,VPN,U024154,EnterpriseAppServer,0
121125,VPN,U024154,EnterpriseAppServer,0
121127,VPN,U024154,EnterpriseAppServer,0
121129,VPN,U024154,EnterpriseAppServer,0
121130,VPN,U024154,EnterpriseAppServer,0
121135,C992921,U622974,C291378,0
121173,C047620,U405872,C157559,0
121173,C047620,U405872,C157559,0
121234,C468321,U265778,C852778,0
121272,C368808,U190795,C790128,0
121319,C728920,U470159,C342952,0
121355,C542136,U080323,C395501,0
121429,C337157,U470159,C342952,0
121436,C868166,U230495,C878069,0
121438,C084657,U563442,C602416,0
121438,C084657,U563442,C602416,0
121471,C047620,U876234,C157559,0
121482,C640838,U471800,C064818,0
121503,C250553,U603951,C500292,0
121503,C250553,U603951,C500292,0
121515,C906365,U475186,C442117,0
121518,C206546,U066475,C879494,0
121523,C636189,U777467,C237632,0
121545,C370527,U902997,C006588,0
121545,C370527,U902997,C006588,0
121593,C962784,U276734,C104381,0
121593,C962784,U276734,C104381,0
121600,C999020,U778557,C717816,0
121600,C999020,U778557,C717816,0
121600,C610814,U339149,C425568,0
121651,C801423,U912707,C143722,0
121651,C801423,U912707,C143722,0
121657,C206546,U087757,C284103,0
121712,C720194,U215399,C609896,0
121727,C801423,U520761,C402133,0
121770,C169404,U860269,C448455,0
121811,C206546,U979526,C222276,0
121811,C206546,U979526,C222276,0
121853,C801423,U520761,C961078,0
121858,VPN,U703614,EnterpriseAppServer,0
121897,C047620,U405872,C157559,0
121897,C047620,U405872,C157559,0
121950,C468321,U265778,C852778,0
121982,C882676,U932298,C315063,0
121983,C942155,U572698,C706544,0
121984,C801423,U520761,C732123,0
122016,C636189,U777467,C881936,0
122038,C926401,Administrator,C331177,0
122048,C206546,U048570,C112411,0
122048,C206546,U048570,C112411,0
122051,C118495,U829024,C167713,0
122059,C472853,U242331,C625078,0
122059,C472853,U242331,C625078,0
122075,VPN,U410764,C325647,0
122086,C206546,U644512,C282775,0
122185,C704060,U181140,C343469,0
122185,C704060,U181140,C343469,0
122225,C390104,U873517,C090725,0
122294,C759539,U208549,C602416,0
122294,C759539,U208549,C602416,0
122332,C698367,U037377,C870485,0
122346,C370527,U902997,C926760,0
122351,C047620,U405872,C157559,0
122351,C047620,U405872,C157559,0
122354,VPN,U410764,C325647,0
122372,C824223,U418636,C291378,0
122400,C625842,U860048,C850790,0
122400,C625842,U860048,C850790,0
122480,C625842,U860048,C850790,0
122480,C625842,U860048,C850790,0
122537,C721324,U289276,C599075,0
122537,C721324,U289276,C599075,0
122656,C242929,U104998,C567126,0
122656,C242929,U104998,C567126,0
122678,C460683,U684358,C709791,0
122678,C460683,U684358,C709791,0
122728,C980855,U303093,C736589,0
122729,C843426,U109559,C014546,0
122748,C638298,U609781,C291378,0
122749,C355169,U686873,C346639,0
122756,C606112,U428198,C291378,0
122762,C625842,U860048,C850790,0
122762,C625842,U860048,C850790,0
122836,C256295,U987984,C364144,0
122836,C256295,U987984,C364144,0
122904,C257989,U560207,C521099,0
122904,C257989,U560207,C521099,0
122916,C729817,U218808,C257565,0
122916,C729817,U218808,C257565,0
122917,C740576,U989392,C169810,0
122917,C740576,U989392,C169810,0
122976,VPN,U410764,C926341,0
123098,C370527,U902997,C000566,0
123151,C060028,U744056,C210768,0
123151,C060028,U744056,C210768,0
123188,C356840,U997643,C775698,0
123262,C516259,U196455,C331177,0
123262,C516259,U196455,C331177,0
123333,C355169,U686873,C346639,0
123339,C250553,U603951,C500292,0
123339,C250553,U603951,C500292,0
123344,C492567,U411321,C308866,0
123367,C370527,U902997,C370804,0
123374,C516259,U196455,C331177,0
123374,C516259,U196455,C331177,0
123387,C591463,U491929,C682831,0
123387,C591463,U491929,C682831,0
123396,C868166,U230495,C878069,0
123439,C166741,U393794,C370170,0
123439,C166741,U393794,C370170,0
123451,C206546,U480259,C297473,0
123451,C206546,U480259,C297473,0
123466,C206546,U997724,C257524,0
123466,C206546,U997724,C257524,0
123479,C710739,U998275,C820978,0
123568,C958418,U695868,C291378,0
123584,C206546,U824084,C593577,0
123647,C906365,U987375,C800680,0
123647,C906365,U987375,C800680,0
123672,C938178,U573556,C163087,0
123672,C938178,U573556,C163087,0
123713,VPN,U990904,EnterpriseAppServer,0
123721,C732633,U972418,C541649,0
123721,C732633,U972418,C541649,0
123724,C926193,U217884,C395501,0
123737,C242929,U104998,C209924,0
123737,C242929,U104998,C209924,0
123752,C206546,U997724,C257524,0
123752,C206546,U997724,C257524,0
123886,C636189,U515991,C881936,0
123923,C742377,U112390,C674722,0
123933,C136816,U834384,C185344,0
124029,C906365,Administrator,C800680,0
124039,C047620,U405872,C157559,0
124039,C047620,U405872,C157559,0
124048,C129875,U781594,C291378,0
124137,C817046,U081931,C561854,0
124225,C926401,Administrator,C331177,0
124266,VPN,U235899,EnterpriseAppServer,0
124345,C333309,U073921,C954967,0
124409,C118495,U829024,C167713,0
124428,C070384,U840393,C434108,0
124496,C369060,U615176,C984563,0
124523,C242929,U837641,C871663,0
124523,C242929,U837641,C871663,0
124684,C706148,U983142,C567126,0
124684,C706148,U983142,C567126,0
124694,C165401,U185047,C291378,0
124737,C116081,U457927,C068968,0
124896,C442923,U392750,C291378,0
124916,C463354,U766250,C291378,0
124932,C118495,U512636,C633051,0
124957,C653479,U820488,C625078,0
124957,C653479,U820488,C625078,0
124967,C897018,U181289,C442109,0
124967,C897018,U181289,C442109,0
125035,VPN,U902997,EnterpriseAppServer,0
125046,C131695,U814721,C951333,0
125050,C118495,U512636,C633051,0
125072,C775797,U774181,C723610,0
125072,C775797,U774181,C723610,0
125138,C898419,U179950,C291378,0
125152,C450736,U220317,C395501,0
125152,C450736,U220317,C395501,0
125237,VPN,U902997,EnterpriseAppServer,0
125287,C118495,U829024,C636387,0
125287,C118495,U829024,C636387,0
125292,C290394,U108614,C681207,0
125298,C704060,U181140,C223644,0
125298,C704060,U181140,C223644,0
125416,C265496,U232832,C395501,0
125450,C180115,U280373,C719903,0
125450,C180115,U280373,C719903,0
125464,C257989,U560207,C521099,0
125464,C257989,U560207,C521099,0
125518,C027322,U240620,C480084,0
125518,C027322,U240620,C480084,0
125532,C868166,U230495,C878069,0
125544,C005555,U774340,C065505,0
125544,C005555,U774340,C065505,0
125617,C436231,U852734,C636387,0
125618,C822727,U850034,C875587,0
125618,C822727,U850034,C875587,0
125720,C369060,U615176,C984563,0
125739,C206546,U035571,C380729,0
125739,C206546,U035571,C380729,0
125755,C903187,U674138,C395501,0
125759,C731404,U544220,C803696,0
125759,C731404,U544220,C803696,0
125770,C160390,U506392,C445881,0
125836,C153328,U274138,C291378,0
125906,C009588,U781814,C291378,0
125924,C706148,U740419,C567126,0
125924,C706148,U740419,C567126,0
125926,C118495,U512636,C633051,0
126046,C759539,U208549,C602416,0
126046,C759539,U208549,C602416,0
126070,C118495,U512636,C633051,0
126088,C206546,U356036,C658570,0
126088,C206546,U356036,C658570,0
126120,C206546,U735730,C502166,0
126142,C053876,U135220,C291378,0
126144,C009588,U781814,C291378,0
126152,C822574,U131337,C328244,0
126220,C831648,U788153,C395501,0
126240,C118495,U512636,C633051,0
126242,C206546,U997724,C257524,0
126242,C206546,U997724,C257524,0
126246,C153328,U274138,C291378,0
126257,C974428,U739303,C552822,0
126356,C727436,U599606,C291378,0
126418,C236657,U083101,C291378,0
126478,C640838,U471800,C064818,0
126587,C116081,U457927,C068968,0
126604,C799704,U723934,C291378,0
126800,C381939,U994285,C164466,0
126916,C831648,U788153,C395501,0
127066,C449427,U116972,C815759,0
127066,C449427,U116972,C815759,0
127139,C257655,U160566,C999467,0
127156,C606112,U428198,C291378,0
127164,C390104,U873517,C090725,0
127242,C731404,U544220,C803696,0
127242,C731404,U544220,C803696,0
127316,C529490,U997340,C445881,0
127435,VPN,U902997,EnterpriseAppServer,0
127478,C206546,U209708,C223332,0
127478,C206546,U209708,C223332,0
127510,C529490,U997340,C445881,0
127549,C271443,U506574,C312990,0
127812,C206546,U936561,C439231,0
127812,C206546,U936561,C439231,0
127842,C206546,U882674,C738235,0
127874,C640838,U471800,C064818,0
127899,C118495,U512636,C633051,0
127987,C118495,U512636,C633051,0
128004,C762970,U867227,C291378,0
128011,C936297,U384628,C215836,0
128085,C206546,U979526,C222276,0
128085,C206546,U979526,C222276,0
128089,C468321,U265778,C852778,0
128133,VPN,U412230,EnterpriseAppServer,0
128143,C358133,U861156,C633051,0
128182,C206546,U854867,C207275,0
128183,C206546,U635619,C786792,0
128259,C080203,U981449,C104511,0
128265,C988803,U936035,C445881,0
128271,C625603,U040425,C575367,0
128296,C358133,U861156,C633051,0
128364,C442923,U392750,C291378,0
128438,C225165,U280373,C719903,0
128438,C225165,U280373,C719903,0
128607,VPN,U941914,C579203,0
128607,VPN,U941914,C579203,0
128692,C239020,U516739,C030698,0
128710,C938178,U573556,C163087,0
128710,C938178,U573556,C163087,0
128720,C206546,U824084,C593577,0
128722,C649154,U074831,C093279,0
128747,C758712,U510870,C154413,0
128922,C244768,U934794,C399620,0
128966,C516943,U837118,C597356,0
128966,C516943,U837118,C597356,0
129029,C271443,U506574,C312990,0
129029,C636189,U515991,C881936,0
129036,C610814,U339149,C425568,0
129057,C206546,Administrator,C761377,0
129059,C206546,U192765,C942538,0
129077,C535288,U451666,C313779,0
129274,C244768,U768460,C399620,0
129291,C991220,U121555,C337732,0
129291,C991220,U121555,C337732,0
129479,C835004,U235899,C006588,0
129479,C835004,U235899,C006588,0
129571,C843426,U109559,C014546,0
129572,C288750,U894053,C384976,0
129630,C055001,U168509,C019023,0
129657,C339431,U676953,C943736,0
129658,C206546,U209708,C223332,0
129658,C206546,U209708,C223332,0
129708,C118495,U512636,C633051,0
129819,C781097,U189536,C347733,0
129870,C835004,U235899,C926760,0
129898,C625842,Administrator,C939065,0
129898,C625842,Administrator,C939065,0
129909,C055001,U168509,C019023,0
129965,C935739,U245732,C063824,0
129985,C277495,U257227,C370444,0
129985,C277495,U257227,C370444,0
130083,C922201,U632036,C747852,0
130087,C206546,U635702,C511123,0
130089,C277495,U257227,C955279,0
130089,C277495,U257227,C955279,0
130189,C206546,U087757,C284103,0
130201,C206546,U206145,C771910,0
130208,C392464,U814964,C080017,0
130208,C392464,U814964,C080017,0
130267,C277495,U257227,C955279,0
130267,C277495,U257227,C955279,0
130285,C219121,U593020,C644087,0
130297,C055001,U168509,C465971,0
130344,C483929,U602468,C766306,0
130353,C428710,Administrator,C011108,0
130381,C271443,U506574,C312990,0
130564,C618026,U738909,C395501,0
130571,C255803,U854310,C753366,0
130571,C255803,U854310,C753366,0
130729,C991220,U121555,C401202,0
130746,C483929,U634480,C766306,0
130803,C206546,U644512,C282775,0
130833,C168778,U894159,C232016,0
130833,C206546,U480259,C297473,0
130833,C206546,U480259,C297473,0
130882,C922201,U632036,C758600,0
130905,C206546,U979526,C222276,0
130905,C206546,U979526,C222276,0
130921,VPN,U341426,C358674,0
130951,VPN,U279235,EnterpriseAppServer,0
130968,C483929,U602468,C766306,0
131100,C196541,U788590,C291378,0
131120,C483929,U634480,C766306,0
131150,VPN,U886884,EnterpriseAppServer,0
131183,VPN,U279235,EnterpriseAppServer,0
131230,C835004,U235899,C370804,0
131261,C775797,U774181,C723610,0
131261,C775797,U774181,C723610,0
131294,C206546,U730086,C291849,0
131314,VPN,U663891,EnterpriseAppServer,0
131340,VPN,U279235,EnterpriseAppServer,0
131372,C625603,U040425,C575367,0
131400,C625603,U040425,C575367,0
131426,C370343,U826312,C235824,0
131438,C445802,U638034,C665273,0
131438,C445802,U638034,C665273,0
131442,C591463,U491929,C291378,0
131611,C445802,U638034,C800883,0
131611,C445802,U638034,C800883,0
131628,C483929,U602468,C766306,0
131814,C290394,U108614,C681207,0
131898,C731404,U544220,C803696,0
131898,C731404,U544220,C803696,0
131909,C868166,U101693,C831448,0
131909,C868166,U101693,C831448,0
131916,VPN,U902997,EnterpriseAppServer,0
131934,C659225,U918725,C291378,0
131967,C070384,U840393,C434108,0
131999,C255803,U854310,C753366,0
131999,C255803,U854310,C753366,0
